order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales
CA-2018-119011,2018-08-20,2018-08-25,Standard Class,LR-17035,TEC-PH-10003171,107.88
US-2018-114356,2018-08-20,2018-08-26,Standard Class,TT-21460,TEC-PH-10003171,35.96
CA-2018-132339,2018-08-19,2018-08-23,Standard Class,JB-15400,OFF-BI-10003925,387.99
CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,FUR-FU-10003849,40.48
CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,FUR-FU-10000010,9.94
CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,OFF-BI-10002824,107424
CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,TEC-PH-10002538,37.91
CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,FUR-FU-10000521,88.02
CA-2018-121027,2018-08-18,2018-08-22,Standard Class,HW-14935,TEC-AC-10002049,843.9
CA-2018-121027,2018-08-18,2018-08-22,Standard Class,HW-14935,TEC-AC-10002253,1496.16
CA-2018-119809,2018-08-18,2018-08-25,Standard Class,YS-21880,OFF-BI-10003925,2793528
CA-2018-119809,2018-08-18,2018-08-25,Standard Class,YS-21880,OFF-ST-10003306,1000.02
CA-2018-119809,2018-08-18,2018-08-25,Standard Class,YS-21880,FUR-FU-10001475,65.94
CA-2018-151358,2018-08-18,2018-08-22,Standard Class,NF-18595,OFF-ST-10000046,323.1
US-2018-111423,2018-08-17,2018-08-19,First Class,EH-13765,OFF-BI-10003091,895.92
US-2018-111423,2018-08-17,2018-08-19,First Class,EH-13765,FUR-CH-10003981,462564
CA-2018-166093,2018-08-17,2018-08-24,Standard Class,RW-19540,OFF-EN-10003134,23.36
CA-2018-166093,2018-08-17,2018-08-24,Standard Class,RW-19540,TEC-PH-10002564,71976
CA-2018-166093,2018-08-17,2018-08-24,Standard Class,RW-19540,OFF-PA-10003893,8.56
CA-2018-166093,2018-08-17,2018-08-24,Standard Class,RW-19540,OFF-BI-10000174,13.92
CA-2018-166093,2018-08-17,2018-08-24,Standard Class,RW-19540,OFF-AP-10001058,2518.29
CA-2018-166093,2018-08-17,2018-08-24,Standard Class,RW-19540,OFF-ST-10001496,540.57
CA-2018-166093,2018-08-17,2018-08-24,Standard Class,RW-19540,OFF-BI-10004230,221056
CA-2018-151211,2018-08-17,2018-08-23,Standard Class,AH-10120,OFF-BI-10002735,102.93
CA-2018-151211,2018-08-17,2018-08-23,Standard Class,AH-10120,TEC-AC-10004510,98.16
CA-2018-133102,2018-08-17,2018-08-24,Standard Class,ED-13885,OFF-SU-10000432,5552
CA-2018-133102,2018-08-17,2018-08-24,Standard Class,ED-13885,OFF-AR-10003183,8016
CA-2018-133102,2018-08-17,2018-08-24,Standard Class,ED-13885,FUR-CH-10002017,74592
CA-2018-133102,2018-08-17,2018-08-24,Standard Class,ED-13885,FUR-FU-10003247,16784
CA-2018-133102,2018-08-17,2018-08-24,Standard Class,ED-13885,OFF-AP-10001563,38864
US-2018-117723,2018-08-15,2018-08-18,Second Class,DL-13495,OFF-ST-10004459,1801632
CA-2018-144883,2018-08-15,2018-08-19,Standard Class,BO-11350,OFF-LA-10000305,50.4
CA-2018-167542,2018-08-13,2018-08-20,Standard Class,KD-16495,OFF-LA-10004093,17544
CA-2018-100580,2018-08-13,2018-08-20,Standard Class,MK-17905,OFF-BI-10000069,36024
US-2018-118941,2018-08-12,2018-08-12,Same Day,BB-11545,OFF-AR-10004078,17.52
US-2018-118941,2018-08-12,2018-08-12,Same Day,BB-11545,FUR-CH-10002331,1779.9
US-2018-118941,2018-08-12,2018-08-12,Same Day,BB-11545,OFF-AR-10001953,219.9
CA-2018-139311,2018-08-11,2018-08-13,First Class,SF-20965,OFF-PA-10001776,29664
CA-2018-139311,2018-08-11,2018-08-13,First Class,SF-20965,OFF-AR-10004582,9184
CA-2018-139311,2018-08-11,2018-08-13,First Class,SF-20965,TEC-PH-10001557,153584
CA-2018-139311,2018-08-11,2018-08-13,First Class,SF-20965,OFF-BI-10004209,12864
CA-2018-160899,2018-08-11,2018-08-13,Second Class,DR-12940,OFF-BI-10000632,477.51
CA-2018-100433,2018-08-11,2018-08-16,Standard Class,SJ-20125,OFF-PA-10003441,25.92
CA-2018-145443,2018-08-10,2018-08-15,Second Class,SC-20695,OFF-PA-10003302,177.2
CA-2018-136609,2018-08-06,2018-08-11,Standard Class,TB-21355,OFF-PA-10004381,115296
CA-2018-151981,2018-08-06,2018-08-12,Standard Class,GM-14455,TEC-PH-10003601,824.95
CA-2018-151981,2018-08-06,2018-08-12,Standard Class,GM-14455,OFF-LA-10002195,24.64
CA-2018-151981,2018-08-06,2018-08-12,Standard Class,GM-14455,OFF-AR-10000380,227.88
CA-2018-117695,2018-08-05,2018-08-08,First Class,PW-19030,OFF-PA-10002713,13.76
CA-2018-154676,2018-08-05,2018-08-08,First Class,NZ-18565,OFF-ST-10001172,151056
CA-2018-132738,2018-08-04,2018-08-07,First Class,HM-14860,OFF-PA-10001752,7968
CA-2018-132738,2018-08-04,2018-08-07,First Class,HM-14860,OFF-EN-10001141,8784
CA-2018-146367,2018-08-04,2018-08-08,Standard Class,HM-14860,OFF-BI-10002827,3318
CA-2018-141747,2018-08-03,2018-08-08,Second Class,SC-20230,OFF-ST-10003996,16.06
CA-2018-162691,2018-08-01,2018-08-07,Standard Class,AS-10045,TEC-MA-10000488,1439982
CA-2018-162691,2018-08-01,2018-08-07,Standard Class,AS-10045,OFF-PA-10003729,36288
CA-2018-124576,2018-08-01,2018-08-04,Second Class,HK-14890,OFF-BI-10002735,54896
CA-2018-121909,2018-07-31,2018-08-05,Standard Class,EA-14035,OFF-PA-10003790,54816
US-2018-165869,2018-07-31,2018-08-05,Standard Class,LS-17200,OFF-BI-10003460,17.52
US-2018-165869,2018-07-31,2018-08-05,Standard Class,LS-17200,OFF-AP-10002472,155.88
CA-2018-125752,2018-07-31,2018-08-04,Standard Class,EH-14125,TEC-AC-10003590,41424
CA-2018-147032,2018-07-31,2018-08-04,Standard Class,LB-16795,OFF-PA-10003256,11.54
CA-2018-147032,2018-07-31,2018-08-04,Standard Class,LB-16795,OFF-BI-10003656,849.95
CA-2018-147032,2018-07-31,2018-08-04,Standard Class,LB-16795,OFF-BI-10002897,11.01
CA-2018-155740,2018-07-30,2018-08-02,First Class,TC-21475,OFF-BI-10001071,76776
CA-2018-130771,2018-07-29,2018-08-03,Standard Class,LA-16780,OFF-FA-10003059,2896
CA-2018-130771,2018-07-29,2018-08-03,Standard Class,LA-16780,TEC-PH-10002496,124792
CA-2018-130841,2018-07-28,2018-08-01,Standard Class,MH-17620,OFF-BI-10000145,9984
CA-2018-130841,2018-07-28,2018-08-01,Standard Class,MH-17620,OFF-ST-10001580,14.98
CA-2018-130841,2018-07-28,2018-08-01,Standard Class,MH-17620,TEC-PH-10001817,1145.6
US-2018-167318,2018-07-26,2018-08-01,Standard Class,GZ-14545,TEC-AC-10003870,1649.95
US-2018-167318,2018-07-26,2018-08-01,Standard Class,GZ-14545,FUR-CH-10000665,362352
CA-2018-167549,2018-07-25,2018-07-27,First Class,EM-14200,FUR-TA-10004767,298116
US-2018-135013,2018-07-24,2018-07-24,Same Day,HR-14830,TEC-CO-10001449,2399.96
CA-2018-117240,2018-07-23,2018-07-28,Standard Class,CP-12340,OFF-BI-10000848,13128
CA-2018-103506,2018-07-23,2018-07-27,Standard Class,LR-17035,OFF-LA-10001158,41.4
US-2018-101721,2018-07-23,2018-07-27,Standard Class,MY-17380,OFF-PA-10003641,63312
CA-2018-125367,2018-07-23,2018-07-30,Standard Class,NM-18445,OFF-BI-10002412,13.92
CA-2018-118346,2018-07-23,2018-07-24,First Class,PO-19180,TEC-AC-10000736,399.95
CA-2018-109750,2018-07-22,2018-07-28,Standard Class,FH-14365,TEC-PH-10000702,29.97
CA-2018-118724,2018-07-21,2018-07-25,Second Class,AR-10825,OFF-AR-10003469,3.52
CA-2018-118724,2018-07-21,2018-07-25,Second Class,AR-10825,TEC-PH-10002549,1626192
CA-2018-103478,2018-07-21,2018-07-24,Second Class,KL-16555,OFF-BI-10001890,2864
CA-2018-103478,2018-07-21,2018-07-24,Second Class,KL-16555,OFF-BI-10004224,94192
US-2018-127719,2018-07-21,2018-07-25,Standard Class,TW-21025,OFF-PA-10001934,6.48
US-2018-160465,2018-07-21,2018-07-26,Standard Class,SW-20350,OFF-BI-10001670,33.93
US-2018-160465,2018-07-21,2018-07-26,Standard Class,SW-20350,OFF-ST-10000136,222.32
US-2018-160465,2018-07-21,2018-07-26,Standard Class,SW-20350,TEC-PH-10004522,210564
CA-2018-122035,2018-07-20,2018-07-25,Standard Class,EM-13825,OFF-LA-10004093,14.62
CA-2018-122035,2018-07-20,2018-07-25,Standard Class,EM-13825,OFF-AP-10002118,416.32
CA-2018-122035,2018-07-20,2018-07-25,Standard Class,EM-13825,OFF-BI-10000404,43
CA-2018-122035,2018-07-20,2018-07-25,Standard Class,EM-13825,FUR-CH-10003833,182.94
CA-2018-122035,2018-07-20,2018-07-25,Standard Class,EM-13825,OFF-BI-10002072,60.83
CA-2018-122035,2018-07-20,2018-07-25,Standard Class,EM-13825,TEC-AC-10003095,389.97
CA-2018-150497,2018-07-20,2018-07-24,Standard Class,SM-20950,OFF-BI-10004600,735.98
US-2018-108343,2018-07-20,2018-07-25,Standard Class,AR-10825,OFF-PA-10000743,13.36
US-2018-108343,2018-07-20,2018-07-25,Standard Class,AR-10825,FUR-CH-10002780,163764
US-2018-108343,2018-07-20,2018-07-25,Standard Class,AR-10825,FUR-FU-10000747,183.92
CA-2018-142342,2018-07-17,2018-07-19,Second Class,AJ-10795,OFF-PA-10004609,32.4
CA-2018-142342,2018-07-17,2018-07-19,Second Class,AJ-10795,OFF-EN-10002592,57.9
CA-2018-142342,2018-07-17,2018-07-19,Second Class,AJ-10795,OFF-ST-10002957,10.56
CA-2018-142342,2018-07-17,2018-07-19,Second Class,AJ-10795,FUR-BO-10002613,1194165
US-2018-105046,2018-07-17,2018-07-23,Standard Class,BE-11335,TEC-PH-10004536,269.98
US-2018-105046,2018-07-17,2018-07-23,Standard Class,BE-11335,OFF-PA-10004353,99.9
US-2018-105046,2018-07-17,2018-07-23,Standard Class,BE-11335,FUR-FU-10004848,39.08
CA-2018-126662,2018-07-17,2018-07-21,Standard Class,AB-10255,TEC-CO-10004202,479984
CA-2018-109778,2018-07-16,2018-07-21,Standard Class,VM-21685,OFF-AR-10003759,2912
US-2018-128951,2018-07-15,2018-07-17,First Class,RS-19420,OFF-AP-10002191,179.94
US-2018-128951,2018-07-15,2018-07-17,First Class,RS-19420,FUR-TA-10004575,872.94
US-2018-128951,2018-07-15,2018-07-17,First Class,RS-19420,OFF-PA-10003177,12.96
CA-2018-102155,2018-07-13,2018-07-17,Standard Class,RR-19525,OFF-ST-10001496,360.38
CA-2018-102155,2018-07-13,2018-07-17,Standard Class,RR-19525,OFF-PA-10003673,13.56
CA-2018-164959,2018-07-11,2018-07-15,Standard Class,KN-16390,OFF-LA-10004272,8.67
CA-2018-162015,2018-07-11,2018-07-18,Standard Class,KB-16240,TEC-AC-10003832,1287.45
CA-2018-162015,2018-07-11,2018-07-18,Standard Class,KB-16240,OFF-AP-10003040,168.1
CA-2018-136623,2018-07-11,2018-07-16,Standard Class,TS-21430,TEC-PH-10000004,71952
CA-2018-136623,2018-07-11,2018-07-16,Standard Class,TS-21430,OFF-BI-10003708,29.8
CA-2018-169012,2018-07-10,2018-07-14,Standard Class,BF-11275,OFF-AP-10003278,41.91
CA-2018-127460,2018-07-10,2018-07-14,Standard Class,FG-14260,OFF-ST-10004340,298464
CA-2018-115651,2018-07-09,2018-07-12,First Class,NS-18640,OFF-AR-10001130,8.84
CA-2018-115651,2018-07-09,2018-07-12,First Class,NS-18640,OFF-AP-10000055,58464
CA-2018-145128,2018-07-09,2018-07-14,Standard Class,SM-20320,FUR-FU-10000293,526.45
CA-2018-140480,2018-07-08,2018-07-12,Standard Class,HE-14800,FUR-FU-10003247,83.92
CA-2018-140480,2018-07-08,2018-07-12,Standard Class,HE-14800,TEC-AC-10002473,141.9
CA-2018-140480,2018-07-08,2018-07-12,Standard Class,HE-14800,FUR-FU-10001057,39.98
CA-2018-140480,2018-07-08,2018-07-12,Standard Class,HE-14800,OFF-AR-10001419,28.91
CA-2018-140480,2018-07-08,2018-07-12,Standard Class,HE-14800,OFF-AR-10004010,174.95
CA-2018-133249,2018-07-08,2018-07-11,First Class,SZ-20035,FUR-FU-10001588,145.9
CA-2018-138464,2018-07-08,2018-07-12,Standard Class,VF-21715,FUR-FU-10003142,15.84
CA-2018-138464,2018-07-08,2018-07-12,Standard Class,VF-21715,OFF-BI-10001543,86376
CA-2018-138464,2018-07-08,2018-07-12,Standard Class,VF-21715,OFF-AR-10003560,18.24
CA-2018-138464,2018-07-08,2018-07-12,Standard Class,VF-21715,OFF-AR-10004757,13.12
CA-2018-111759,2018-07-08,2018-07-12,Standard Class,MR-17545,OFF-PA-10003127,52.76
CA-2018-155152,2018-07-07,2018-07-09,Second Class,MP-17965,TEC-AC-10004353,252
US-2018-124303,2018-07-06,2018-07-13,Standard Class,FH-14365,OFF-BI-10000343,2946
US-2018-124303,2018-07-06,2018-07-13,Standard Class,FH-14365,OFF-PA-10002749,16056
CA-2018-100223,2018-07-05,2018-07-10,Standard Class,LS-16945,FUR-FU-10003601,332028
CA-2018-100223,2018-07-05,2018-07-10,Standard Class,LS-16945,OFF-BI-10003429,11394
CA-2018-100223,2018-07-05,2018-07-10,Standard Class,LS-16945,OFF-PA-10000232,15552
CA-2018-100223,2018-07-05,2018-07-10,Standard Class,LS-16945,OFF-PA-10002195,31104
CA-2018-100223,2018-07-05,2018-07-10,Standard Class,LS-16945,OFF-BI-10004492,6316
CA-2018-104388,2018-07-05,2018-07-07,First Class,DK-12835,TEC-PH-10002293,79.96
CA-2018-124828,2018-07-03,2018-07-04,First Class,YS-21880,OFF-AR-10003514,9552
CA-2018-121503,2018-07-03,2018-07-06,Second Class,FH-14275,OFF-PA-10001878,273896
CA-2018-121503,2018-07-03,2018-07-06,Second Class,FH-14275,TEC-MA-10003674,597132
US-2018-111024,2018-07-03,2018-07-06,Second Class,SZ-20035,OFF-PA-10000174,32896
US-2018-111024,2018-07-03,2018-07-06,Second Class,SZ-20035,FUR-TA-10002041,215148
US-2018-111024,2018-07-03,2018-07-06,Second Class,SZ-20035,OFF-PA-10002246,30.96
CA-2018-168109,2018-07-03,2018-07-03,Same Day,JK-15640,TEC-AC-10003628,59.98
CA-2018-168109,2018-07-03,2018-07-03,Same Day,JK-15640,TEC-MA-10001148,2395.2
CA-2018-168109,2018-07-03,2018-07-03,Same Day,JK-15640,TEC-AC-10002049,1687.8
CA-2018-168109,2018-07-03,2018-07-03,Same Day,JK-15640,TEC-PH-10000702,7992
US-2018-129777,2018-07-03,2018-07-09,Standard Class,FM-14290,TEC-AC-10003590,258.9
US-2018-129777,2018-07-03,2018-07-09,Standard Class,FM-14290,OFF-PA-10001970,24.56
CA-2018-107958,2018-07-02,2018-07-05,First Class,AH-10120,OFF-PA-10000357,163.96
CA-2018-107958,2018-07-02,2018-07-05,First Class,AH-10120,OFF-BI-10001787,5232
US-2018-148362,2018-07-01,2018-07-08,Standard Class,KF-16285,OFF-ST-10001128,443.92
US-2018-148362,2018-07-01,2018-07-08,Standard Class,KF-16285,OFF-BI-10003656,169.99
